Q,A,label
그 사람은 내가 중학생일 때쯤 지방발령이 나서 타지에서 지내다가 주점에서 일하던 여자랑 눈이 맞아 가족을 버리고 도망가 버렸다더궁,"그래서 있었다, 인거구나.",0
"어머니의 분노는 밤 문화와 관련된 일에 종사하는 모든 여성을 향해 쏟아졌고, 당연하게도 저 역시 그 영향을 받았습니다.","뭐 사정은 대충 알겠지만, 그런 식으로 전부 싸잡으면 양심적으로 일하는 여성들이 불쌍하잖아.",0
"뭐 사정은 대충 알겠지만, 그런 식으로 전부 싸잡으면 양심적으로 일하는 여성들이 불쌍하잖아.","그 부분에 대해서는 나두 할 말이 많지만, 중요한건 이 뿌리 깊은 혐오는 죽어도 사라지지 않을 거란 점이야. ",0
"그 부분에 대해서는 나두 할 말이 많지만, 중요한건 이 뿌리 깊은 혐오는 죽어도 사라지지 않을 거란 점이야. ",그럴 거면 직업을 너무 잘못 선택한 거 아니야?,0
그럴 거면 직업을 너무 잘못 선택한 거 아니야?,"나두 잠깐 아르바이트만 할 줄 알았는데, 학교를 그만둘 생각을 하니 당장 돈이 필요하고 이쪽은 당장 정직원으로 써주겠다고 하니 어쩔수 없었죠.",0
"나두 잠깐 아르바이트만 할 줄 알았는데, 학교를 그만둘 생각을 하니 당장 돈이 필요하고 이쪽은 당장 정직원으로 써주겠다고 하니 어쩔수 없었죠.",항상 문제는 돈이로구먼. ,0
제 동생이 귀찮게 해서 죄송행 나쁜 아이는 아닌데 고집이 너무 세서…,할 말이란 게 그런 거였어?,0
할 말이란 게 그런 거였어?,응? 그럼 무슨 말을 생각하셨는뎅??,0
응? 그럼 무슨 말을 생각하셨는뎅??,"그냥 뭐, 실망했다던가. 얼씬도 하지 말라던가. 아무튼, 화낼 거라 생각했는데.",0
"그냥 뭐, 실망했다던가. 얼씬도 하지 말라던가. 아무튼, 화낼 거라 생각했는데.",그럴 리가 조금만 생각해보면 어떤 일이 있었는지 금방 그려지는데 화낼 이유가 어디 있겠어 ,0
"아까 주의를 시켰으니 조심하겠지만, 앞으로 또 귀찮게 한다면 제게 알려줭!","지금이야 잘 타이르는 걸로 끝날지 모르겠지만, 그 애가 어른이 된 후엔 무슨 핑계를 댈거지?",0
"지금이야 잘 타이르는 걸로 끝날지 모르겠지만, 그 애가 어른이 된 후엔 무슨 핑계를 댈거지?",그때쯤엔 다른 둘 모두 다른 좋은 사람이 곁에 있지 않을깡?,0
그때쯤엔 다른 둘 모두 다른 좋은 사람이 곁에 있지 않을깡?,결국 처음부터 그 녀석을 응원할 마음 따윈 전혀 없었다는 뜻이잖아?,0
결국 처음부터 그 녀석을 응원할 마음 따윈 전혀 없었다는 뜻이잖아?,꼭 그렇진 않앙 상대가 괜찮고 당신처럼 바른 분이라면 얼마든지 밀어주고 싶죠.,0
꼭 그렇진 않앙 상대가 괜찮고 당신처럼 바른 분이라면 얼마든지 밀어주고 싶죠.,도대체 어느 쪽이야?,0
도대체 어느 쪽이야?,"하지만, 나이 차의 문제는 단순히 세간의 눈이라든지 수명의 문제만 있는 게 아니야",0
"빨리 국수나 먹여주고, 이쁜 조카나 안겨줘~ 그럼 이 정도 일은 내가 다 해준다!",조카도 봐 줄 고양?,0
조카도 봐 줄 고양?,난 집안일은 절대 못해죠. 고건 너가 알아서 해야대.,0
난 집안일은 절대 못해죠. 고건 너가 알아서 해야대.,누가 보면 너랑 나랑 올케 시누 되는 줄 알겠오.,0
누가 보면 너랑 나랑 올케 시누 되는 줄 알겠오.,그로게~,0
뭐 이런 걸 사들고 왕?,아니양...초대해줘서 고마옹,0
아니양...초대해줘서 고마옹,날 구해준 은인이라고 이 사람이 얼마나 고마워하는지 몰랑,0
날 구해준 은인이라고 이 사람이 얼마나 고마워하는지 몰랑,그때 나를 불러줘서 더 고마웠옹,0
그만하시고 잠깐 이리 좀....,이거 마저 치워야 되는뎅..,0
이거 마저 치워야 되는뎅..,나한테는 잘 말안하니까 애 들어오면 좀 물어봐.,0
나한테는 잘 말안하니까 애 들어오면 좀 물어봐.,무얼?,0
무얼?,사귄다는 사람 말이양. 말을 안하니까 잘 모루겠네.,0
사귄다는 사람 말이양. 말을 안하니까 잘 모루겠네.,너는 그 사람 맘에들오?,0
너는 그 사람 맘에들오?,사람은 봐야 알기는 하겠지만...일단 조건은 어디 빠지지 않우니까.,0
내가 내가 생각할 수록 기가 막혀서.,그르게 말이야. 전혀 생각도 못했는뎅..,0
그르게 말이야. 전혀 생각도 못했는뎅..,이게 머선 일이양?,0
이게 머선 일이양?,그러지 말구 너가 함 물어봐바.,0
왜 이런거야? 어? 그 걔 만나고 오는 거 아니양?,저기…유희야..,0
저기…유희야..,왜 무슨 일이양? 걔랑 다투기라도 했오?,0
왜 무슨 일이양? 걔랑 다투기라도 했오?,아닝.. 그냥.. 비가 맞구 싶어서..,0
아닝.. 그냥.. 비가 맞구 싶어서..,아니 무슨 비를 맞구 싶어..,0
저…유희야..,왱!,0
왱!,내가 너 많이 조아하는고 알징?,0
내가 너 많이 조아하는고 알징?,모루겠는뎅,0
모루겠는뎅,유희야~,0
유희야~,알지알징 내가 설마 고걸 모를까바.,0
알지알징 내가 설마 고걸 모를까바.,구럼 되었옹.. 내 맘을 알아주다니 행복하당.,0
유희야~,웅웅!,0
웅웅!,너는 이런 정신없는 영화가 왜 조아?,0
너는 이런 정신없는 영화가 왜 조아?,"이건 영화가 아니라 위대한 예술이양. 놀라운 과학이며, 최고의 철학",0
"이건 영화가 아니라 위대한 예술이양. 놀라운 과학이며, 최고의 철학",됐고 이거 어떻게 끄징,0
됐고 이거 어떻게 끄징,야아~,0
야아~,쓸데없는 짓하지 말구.. ,0
너가 좀 들어가방.,모가?,0
모가?,너 칭구.,0
너 칭구.,친구가 왜?,0
친구가 왜?,글쎄 비를 맞고 들어왔오. 무슨일 있는고 아냐?,0
글쎄 비를 맞고 들어왔오. 무슨일 있는고 아냐?,그럴 일이 없는뎅...아까까지 좋았는뎅... ,0
그럴 일이 없는뎅...아까까지 좋았는뎅... ,"이제 간신히 걱정하나 더나했는데, 내가 불안불안허다.",0
할말 정말 없엉?,미안행..,0
미안행..,그게 다양?,0
그게 다양?,정말 미안..,0
정말 미안..,그게 다냐궁!,0
자신 있었고든? 어쩌다 거짓말을 하게 됐지만...지금이라도 말하고 나를 솔직하게 보여줘도 날 믿고 이해해주겠지...그렇게 자신이 있었는데… 그래서 몇 번이고 말하려고도 했었는데…,근데 왜 못 구랬어?,0
근데 왜 못 구랬어?,내가 너무 모자라다는 걸 알았오..,0
내가 너무 모자라다는 걸 알았오..,웅?,0
웅?,내가 너한테 턱없이 부족하고...너편없다는 걸 알아버렸거든...,0
내가 너한테 턱없이 부족하고...너편없다는 걸 알아버렸거든...,머라는고야!,0
처음엔 몰랐는데...그냥...편하고...착하고...귀엽다고만 생각했는데… 그리고 나와 다를 게 별로 없다고 생각했는데..그런데 그게 내 착각이었어.,무슨 뜻이양?,0
무슨 뜻이양?,넌 아주 특별하구 너무 대단행... ,0
넌 아주 특별하구 너무 대단행... ,지금 그래서 하고 싶은 말이 모야?,0
지금 그래서 하고 싶은 말이 모야?,너와 나는 안맞는 것 같앙.,0
너와 나는 안맞는 것 같앙.,머라구?,0
머라구?,우린 안어울령,0
내가 자신이 없당...너한테 잘해줄...자신이 없어...,그게 나한테 하고 싶은 말...다양?,0
그게 나한테 하고 싶은 말...다양?,미안행..,0
미안행..,자신이 없다구?,0
자신이 없다구?,웅웅.,0
웅웅.,결국...잘 해줄 생각이 없다는 고지?,0
나 다 끝났오.,모가?,0
모가?,그 사람하고...,0
그 사람하고...,흐엉,0
흐엉,괜찮어?,0
괜찮어?,"어..그럼그럼.. 그, 근데 뭐가 끝났다구?",0
"어..그럼그럼.. 그, 근데 뭐가 끝났다구?",그 사람하구 끝났다구. 신뢰가 깨졌어. 내가 알았던 사람이 아니양.,0
리스나 대출도 저 회사 안에서 모두 다 도와준뎅.,여기서 한번에 다 할 수 있오?,0
여기서 한번에 다 할 수 있오?,"웅웅, 자동차에 관한 모든 걸 이안에서 다 해결할 수 있뎅.",0
"웅웅, 자동차에 관한 모든 걸 이안에서 다 해결할 수 있뎅.",as도 다른쪽 보다 여기가 더 편한 것 같꾸..,0
as도 다른쪽 보다 여기가 더 편한 것 같꾸..,오~ 좋당.,0
들켰다며!,어쩌다보니 그렇게 됐오.,0
어쩌다보니 그렇게 됐오.,그렇다구 관둬? 관둘고야?,0
그렇다구 관둬? 관둘고야?,팔자에 과분행.,0
팔자에 과분행.,뭐어?,0
뭐어?,여기서 그만둬야겠옹.,0
여기서 그만둬야겠옹.,뭘 여기서 그만둬!,0
이제보니까 진짜 매력없네? ,그런 식으로 말 하지마. 받아 줄 기분 아니양.,0
그런 식으로 말 하지마. 받아 줄 기분 아니양.,모가 문제얏. 걔가 시른고야?,0
모가 문제얏. 걔가 시른고야?,싫다닝! 완벽한 사람인데 싫을 이유가 뭐가 있오.,1
싫다닝! 완벽한 사람인데 싫을 이유가 뭐가 있오.,구럼 모가 문제인뎅??,0
유희야! 우리도 밥 먹구 하장.,구랭! 긍데 얘는 어디갔지? ,0
구랭! 긍데 얘는 어디갔지? ,내가 찾아보깡?,0
내가 찾아보깡?,아니 내가 찾아볼겡. 여기좀 정리해 줄래? ..대체 어딜 간고야....,0
그래서. 헤어졌다구?! ,그래. 그러니까 그렇게 알구 있옹.,0
그래. 그러니까 그렇게 알구 있옹.,아니 어쩌다가 헤어진거양? 너가 잘못한거양?,0
아니 어쩌다가 헤어진거양? 너가 잘못한거양?,내가 잘못한거냐구?,0
내가 잘못한거냐구?,아니양? 어쩌다가 헤어진건지 자세히 좀 알려줘봐방.,0
주말 잘 보냈엉?,그럼그럼!,0
그럼그럼!,뭐하면서 주말 보냈엉?,0
뭐하면서 주말 보냈엉?,이제 야구 시즌이자나. 야구장에 갔었엉,0
이제 야구 시즌이자나. 야구장에 갔었엉,오~ 부럽따. 다음에는 나도 데려가.,0
있잖아. 나 사실 이야기 할게 있는뎅..,나한테? 뭔뎅?,0
나한테? 뭔뎅?,내가 이번주에 갑자기 중.한 약속이 생겨서 우리 만남을 좀 미뤄야 할 것 같아서..,0
내가 이번주에 갑자기 중.한 약속이 생겨서 우리 만남을 좀 미뤄야 할 것 같아서..,응응. 갠차나. 언제루 미룰까?,0
너 정말 너무하당.,아니양. 너두 .즘 힘든데 나까지 내 힘든 이야기를 하면 힘들것같아서 안한고지..,0
아니양. 너두 .즘 힘든데 나까지 내 힘든 이야기를 하면 힘들것같아서 안한고지..,우린 친구잖아. 아무리 내가 힘들어두 나한테는 이야기했었어야지.,0
우린 친구잖아. 아무리 내가 힘들어두 나한테는 이야기했었어야지.,미안행. 나까지 너를 힘들게 하고 싶지 않았오.,0
미안행. 나까지 너를 힘들게 하고 싶지 않았오.,쓰읍. 또 그런다!,0
그러니까 결국 기간내에 프로젝트 제출을 못했다는고야?,웅웅.,0
웅웅.,왜? 너 놀다가 깜빡했찌!,0
왜? 너 놀다가 깜빡했찌!,뭐? 나를 뭐로 보고! 나도 사정이 있었어. 나를 그런 애로 봤던거야?,0
뭐? 나를 뭐로 보고! 나도 사정이 있었어. 나를 그런 애로 봤던거야?,아니..그건 아닌데..,0
아니..그건 아닌데..,정말.. 너무 섭섭하당..,0
.즘 무슨일있엉?,그냥 이것저것.. 공부가 너무 힘드네…,0
그냥 이것저것.. 공부가 너무 힘드네…,공부를 즐기는 너가 그런 말을?,0
공부를 즐기는 너가 그런 말을?,그러게.. 이젠 좀 지쳤나..,0
그러게.. 이젠 좀 지쳤나..,무슨일인뎅,0
무슨일인뎅,쉬는 시간 없이 계속 공부만 하니까 너무 힘들다.,0
쉬는 시간 없이 계속 공부만 하니까 너무 힘들다.,가끔은 좀 쉬어가면서 해죠. 너무 달려도 안된다.,0
가끔은 좀 쉬어가면서 해죠. 너무 달려도 안된다.,알겠엉.,0
어떻게 된 건뎅?,아니..그게… 그냥 확! 말해버렸거덩. 좋아한다구 ,0
아니..그게… 그냥 확! 말해버렸거덩. 좋아한다구 ,헉 소심한 너가? 무슨일이양?,0
헉 소심한 너가? 무슨일이양?,구니까.. 나도 놀랬오.,0
구니까.. 나도 놀랬오.,구래...사랑을 하면 용기가 생기지...,2
구래...사랑을 하면 용기가 생기지...,긍데 나 차였오… 따로 좋아하는 사람이 있데.,0
이제 그만 좀 울어. 이제 그만할때도 됬잖앙.,사랑..사랑이… 너무 힘들다.,2
사랑..사랑이… 너무 힘들다.,그래...사랑 만큼...아픈 게 없지...그렇지...,2
그래...사랑 만큼...아픈 게 없지...그렇지...,너도 그랭? 잘 만나고 있는거 아니야?,0
너도 그랭? 잘 만나고 있는거 아니야?,잘 만나고 있긴..무슨….에휴..,0
아… 발표 끝났는데 머가 이리도 찝찝할까.,그래? 난 좀 후련한데.. ,0
그래? 난 좀 후련한데.. ,그랭? 근데 난 왜 그러징?,0
그랭? 근데 난 왜 그러징?,하고자 하는 말을 다 전달하지 못해서 그런가바.,0
하고자 하는 말을 다 전달하지 못해서 그런가바.,그래?... 그런건가..? ,0
이게 곧 겨울이 올 것 같징?,그로게~,0
그로게~,야~이렇게 또 한 해가 가는구나...,0
야~이렇게 또 한 해가 가는구나...,그러겡.. 시간 참 빠르당.,0
올해 제일 하고 싶었던게 뭐였어?,연애.,0
연애.,연애?,0
연애?,웅웅. 근데 누군가를 만나는게 이렇게 힘든 일인지 몰랐넹.,0
여자분들은 아무래도 아이 문제가 예민한가바.,나는 나중에 아이를 꼭 키우고 싶어.,0
나는 나중에 아이를 꼭 키우고 싶어.,그렇다고 무조건 결혼 할 수는 없잖앙.,0
그렇다고 무조건 결혼 할 수는 없잖앙.,그렇지. 사랑하는 사람을 만나야징.,2
그렇지. 사랑하는 사람을 만나야징.,만났어?,0
만났어?,아닝.,0
오늘 술 한 잔 할까?,오늘 왜 갑자기 술이 땡겨?,0
오늘 왜 갑자기 술이 땡겨?,그냥.. 딱히 힘든것도 아닌데 술이 땡기넹.,0
그냥.. 딱히 힘든것도 아닌데 술이 땡기넹.,그래! 인생 뭐있오. 마시러 가쟈,0
그래! 인생 뭐있오. 마시러 가쟈,코올~,0
미안해!,정확히 뭘 잘못했는지는 알아?,0
정확히 뭘 잘못했는지는 알아?,내가 다 잘못했어.. 제발 용서해줘.,0
내가 다 잘못했어.. 제발 용서해줘.,됐어. 자기가 뭘 잘못했는지두 모르는데 뭘 용서해줘.,0
됐어. 자기가 뭘 잘못했는지두 모르는데 뭘 용서해줘.,미안하다고 했잖아. 이정도 했으면 좀 용서해줘라. 나도 .즘 안좋은 일들이 계속 생겨서 힘들단 말야.,0
미안하다고 했잖아. 이정도 했으면 좀 용서해줘라. 나도 .즘 안좋은 일들이 계속 생겨서 힘들단 말야.,안좋은 일? 무슨일 있었엉?,0
안좋은 일? 무슨일 있었엉?,응응..,0
이번주 주말에 바빠?,아닝. 특별한 약속 없는뎅. 왱?,0
아닝. 특별한 약속 없는뎅. 왱?,약속 없으면 오랜만에 놀이동산이나 놀러갈까?,0
약속 없으면 오랜만에 놀이동산이나 놀러갈까?,오~ 조아조아. 몇시에 만날까?,0
오~ 조아조아. 몇시에 만날까?,점심 시간 때쯤에 가자.,0
누구얏?,모가?,0
모가?,누구 전환데 그렇게 화들짝 놀라서 끊엉?,0
누구 전환데 그렇게 화들짝 놀라서 끊엉?,누가 언제 화들짝 놀라서 전화를 끊었다고 구래?,0
누가 언제 화들짝 놀라서 전화를 끊었다고 구래?,분명 갑자기 끊었는데.,0
분명 갑자기 끊었는데.,아니야. 오해야.,0
다시 연락하면 안돼?,"그걸 말이라고 해, 지금 너!",0
"그걸 말이라고 해, 지금 너!",안되는 이유가 뭔뎅?,0
안되는 이유가 뭔뎅?,"너 지금 제 정신으로 묻는거야, 그걸? 그런 사기꾼을 다시 만나겠다는 거야 뭐야?",0
"너 지금 제 정신으로 묻는거야, 그걸? 그런 사기꾼을 다시 만나겠다는 거야 뭐야?",어떻게 사람을 그렇게 단순하게 판단해?,0
내일 소개팅하기루 했으니까 그렇게 알아.,나 내일 시간 안된다구 했잖아!,0
나 내일 시간 안된다구 했잖아!,뭐? 언제 그랬엉?,0
뭐? 언제 그랬엉?,내가 저번에 바쁘다고 여러 번 이야기했는데..,0
내가 저번에 바쁘다고 여러 번 이야기했는데..,그럼 어떻게. 너랑 나가려고 다 말을 맞췄는뎅.,0
그럼 어떻게. 너랑 나가려고 다 말을 맞췄는뎅.,몰라몰라. 어쨌든 난 안되니까 그렇게 알아.,0
몰라몰라. 어쨌든 난 안되니까 그렇게 알아.,제발.. 내일 시간 좀 빼봐바.,0
이번주에 마블 영화 또 개봉한데.,오~ .즘 영화 볼거 많당.,0
오~ .즘 영화 볼거 많당.,그니까. 행복하당. 이번주에 보러 갈랭?,0
그니까. 행복하당. 이번주에 보러 갈랭?,조아조아. 너는 마블 캐릭터 중에 누가 제일로 좋아?,0
조아조아. 너는 마블 캐릭터 중에 누가 제일로 좋아?,나야 당근 아이언맨이지.,0
나야 당근 아이언맨이지.,아이언맨 좋은데 이제 더 이상 영화에 안나오잖앙.,0
아이언맨 좋은데 이제 더 이상 영화에 안나오잖앙.,그니까. 아이언맨이 가장 인기가 많은데 왜 죽여가지구.,0
그니까. 아이언맨이 가장 인기가 많은데 왜 죽여가지구.,그 다음으로는 누굴 제일 좋아해?,0
아 정말 며칠동안 계속 구글링하면서 공부하는데 머가 먼지 개념이 안잡혀.,많이 어려운 내용인가보다.,0
많이 어려운 내용인가보다.,그건 아닌데 그냥 내가 이해를 못하는것가타.,0
그건 아닌데 그냥 내가 이해를 못하는것가타.,갠찮아. 계속 보다보면 어느순간 이해가 될거양.,0
갠찮아. 계속 보다보면 어느순간 이해가 될거양.,나도 첨엔 그렇게 생각했었는데 말이지. 개념책이라도 따로 사야하나 싶어,0
나도 첨엔 그렇게 생각했었는데 말이지. 개념책이라도 따로 사야하나 싶어,그럼 서점 오랜만에 구경갈까?,0
그럼 서점 오랜만에 구경갈까?,서점 좋지!,0
서점 좋지!,고고링~,0
왜 계속 인상을 찌푸리고 있어.,내가 오늘 아프니까 다음에 만나자고 했잖아!,0
내가 오늘 아프니까 다음에 만나자고 했잖아!,아니 그정도야?,0
아니 그정도야?,내가 계속 아프다 아프다 몇번을 이야기했는데.. ,0
저런 사람을 만나서 뭘 어떻게 하라고?,뭐가 어떤뎅?,0
뭐가 어떤뎅?,"보고도 그런 소리가 나와? 아~짜중나, 증말!",0
"보고도 그런 소리가 나와? 아~짜중나, 증말!",모가? 잘난 척 할만도 하더구만.,0
모가? 잘난 척 할만도 하더구만.,아무리 잘났어도 사람이 겸손해야지.,0
"저런 조건 사람도 이젠 얼마 없어, 알아?",조건으로 결혼해?,0
조건으로 결혼해?,그럼? 결혼을 뭐로해?,0
그럼? 결혼을 뭐로해?,조건이 아닌 마음으로 결혼하는고지.,0
조건이 아닌 마음으로 결혼하는고지.,물론 조건이 다는 아니징.,0
물론 조건이 다는 아니징.,긍데 가만보면 조건만 보는것가터.,0
긍데 가만보면 조건만 보는것가터.,그건 아닌데 조건이 크긴하징.,0
그래서 .즘 너가 빠져있는 애가 누구야?,몰라두 대.,0
몰라두 대.,좀 알려줘봐방. 궁금하당.,0
좀 알려줘봐방. 궁금하당.,어처피 이야기해줘도 모르잖아.,0
어처피 이야기해줘도 모르잖아.,그래서 그 애한테 이야기는 해봤어?,0
그래서 그 애한테 이야기는 해봤어?,아직. 긍데 걔는 좋아하는 애가 따로 있는 것 같앙.,0
아직. 긍데 걔는 좋아하는 애가 따로 있는 것 같앙.,아.. 징짜?,0
매운 음식 땡긴당.,매운 거 넘 좋지.,0
매운 거 넘 좋지.,너도너도? 매운거 어떤거 좋아해?,0
너도너도? 매운거 어떤거 좋아해?,매운거 하면 생각나는 음식 딱 한가지 있찌. ,0
유희야,엉?,0
엉?,나 뮤지컬 티켓 공짜로 생겼는데 이거 보러 갈래?,0
나 뮤지컬 티켓 공짜로 생겼는데 이거 보러 갈래?,헐! 이거 내가 가장 보고 싶었던 건뎅. 댑악.,0
헐! 이거 내가 가장 보고 싶었던 건뎅. 댑악.,다행이다! 이 날 시간 빼놔.,0
그냥 이거다 싶으면 그냥 내꺼로 만들엉. 그게 힘들어?,그러게. 그게 왜 이렇게 힘들까.,0
그러게. 그게 왜 이렇게 힘들까.,인생이 공부만 잘한다고 다가 아니거든~,0
인생이 공부만 잘한다고 다가 아니거든~,그르겡.,0
그르겡.,너 후회 안할 자신 있찌?,0
나 담주에 여행가,아맞다. 제주도로 간다고 했었지. 벌써 시간이 그렇게 됬던가?,0
아맞다. 제주도로 간다고 했었지. 벌써 시간이 그렇게 됬던가?,그니까. 시간이 너무 빨리간당. ,0
그니까. 시간이 너무 빨리간당. ,제주도 어디어디 둘러보기루 했엉?,0
제주도 어디어디 둘러보기루 했엉?,일단 제주도하면 푸른 바다니까. 바다 구경 좀 하려구.,0
일단 제주도하면 푸른 바다니까. 바다 구경 좀 하려구.,그랭그랭. 몸 조심하궁.,0
이렇게 날씨 좋은데 너와 있으니까 넘 행복하당.,나두나두.,0
나두나두.,참. 너한테 줄거 있어.,0
참. 너한테 줄거 있어.,헉. 나한테?,0
헉. 나한테?,웅웅. 너 마음에 들었음 좋겠다.,0
이제 곧 내 생일이야~,당근 기억하고 있었찡. 이번 생일에 뭐 갖고 시퍼?,0
당근 기억하고 있었찡. 이번 생일에 뭐 갖고 시퍼?,마음이 중.한거니까 선물 너무 신경쓰지 마러.,0
마음이 중.한거니까 선물 너무 신경쓰지 마러.,아니양. 내가 주고 싶어서 구래. 뭐 갖고 시퍼?,0
아니양. 내가 주고 싶어서 구래. 뭐 갖고 시퍼?,내가 이따가 링크 하나보내줄겡.,0
힐링하러 어디 멀리 떠나구 싶엉,나두나두. 탁 트여있는 곳으로 가고 싶따.,0
나두나두. 탁 트여있는 곳으로 가고 싶따.,날 좋은 5월달에 제주도로 놀러갈까?,0
날 좋은 5월달에 제주도로 놀러갈까?,헐 너무 좋징. ,0
헐 너무 좋징. ,미리 숙소 예약해놔야겠다.,0
벚꽃 시즌이 다가오고 있엉.,올해도 코로나 때문에 구경못하게 막아놓으려낭.,0
올해도 코로나 때문에 구경못하게 막아놓으려낭.,이제는 위드코로나여서 그냥 개방할 것 같은뎅.,0
이제는 위드코로나여서 그냥 개방할 것 같은뎅.,오 그럼 같이 구경가쟈!,0
너가 저번에 갖고 싶다구 했던 카드지갑 생각나?,응응. 당연히 기억나징.,0
응응. 당연히 기억나징.,짠! 서프라이즈. 징짜 너도 엄청 바빴을 텐데 도와줘서 너무 고마웠오.,0
짠! 서프라이즈. 징짜 너도 엄청 바빴을 텐데 도와줘서 너무 고마웠오.,헐! 아냐. 친구 좋은게 몬뎅. 너무 고마워. 내가 진짜 갖고 싶었던 건데. 잘 쓸겡.,0
지금 제일 하고 싶은게 뭐야?,당연히 취업이징.,0
당연히 취업이징.,어느 회사가고 싶은뎅?,0
어느 회사가고 싶은뎅?,그건 아직 모르겠오. 그냥 어디든 일단 취업해서 돈 벌구 싶엉.,0
저번주에 카페에서 만났던 그 친구가 글쎄 취업을 했다넹.,와.. 부럽따.. 어디 분야로 취업했뎅?,0
와.. 부럽따.. 어디 분야로 취업했뎅?,나도 정확히는 모르겠는데 인공지능쪽인 것 같앙.,0
나도 정확히는 모르겠는데 인공지능쪽인 것 같앙.,와 지금 내가 공부하고 있는 분야잖앙. 취준 얼마만에 성공한거랭?,0
와 지금 내가 공부하고 있는 분야잖앙. 취준 얼마만에 성공한거랭?,5개월정도 한걸루 알고 있엉.,0
5개월정도 한걸루 알고 있엉.,헐진짜? 아니. 왜 나는 그 이상을 공부하고 준비하고 있는데도 취업을 못하구 있는거양.,0
너 또 헤어진거양?,웅웅. 어쩌다보니 그렇게 되었넹.,0
웅웅. 어쩌다보니 그렇게 되었넹.,이번엔 무슨 일 때문에 헤어진건뎅.,0
이번엔 무슨 일 때문에 헤어진건뎅.,아니 서로 바쁘다 보니까 연락이 서로 뜸해졌엉.,0
아니 서로 바쁘다 보니까 연락이 서로 뜸해졌엉.,그래서 그렇게 자연스럽게 멀어진거야?,0
그래서 그렇게 자연스럽게 멀어진거야?,그리고 알고보니 양다리를 걸친거였더라궁.,0
그리고 알고보니 양다리를 걸친거였더라궁.,머라구우? 잘 헤어졌따.,0
머라구우? 잘 헤어졌따.,그칭.,0
그 때 미팅 나갔던거 결과 어떻게 됬엉?,서로 마음에 들어한 것 같은데 상대방한테 연락이 없넹.,0
서로 마음에 들어한 것 같은데 상대방한테 연락이 없넹.,그럼 너가 먼저 해바!,0
그럼 너가 먼저 해바!,나도 그럴까했는데 일단은 며칠 더 기다려보게.,0
사람볼 때 뭐가 제일 우선이얏?,당연히 인성이지.,0
당연히 인성이지.,외모보다도 인성이 먼저?,0
외모보다도 인성이 먼저?,당연하지. 아무리 잘생기고 이뻐도 성격이 이상하면 별루징.,0
첫 월급 타면 뭘 가장 먼저 할거양?,피부과 다니구 필라테스도 배워보고 싶엉.,0
피부과 다니구 필라테스도 배워보고 싶엉.,필라테스 좋긴한뎅 너무 비싸.,0
필라테스 좋긴한뎅 너무 비싸.,그니까. 좀 저렴한 곳을 알아봐야징.,0
그니까. 좀 저렴한 곳을 알아봐야징.,피부과는 왱? 피부 좋은데,0
피부과는 왱? 피부 좋은데,아니야. 피부과 다니면서 이 여드름 좀 없애버리고 싶엉.,0
어떤 디저트 좋아해?,난 .즘 크로플에 빠져있엉.,0
난 .즘 크로플에 빠져있엉.,크로플이 모야?,0
크로플이 모야?,크로와상 빵 알지? 그 빵을 와플처럼 꾸욱 눌러서 만든거양.,0
.즘 너무 사고 싶은게 많아.,모 사고 싶은뎅?,0
모 사고 싶은뎅?,"신발, 옷, 가방 등등. 그리고 먼가 입는 스타일도 바꿔보고 싶은뎅.",0
"신발, 옷, 가방 등등. 그리고 먼가 입는 스타일도 바꿔보고 싶은뎅.",어떤 스타일로?,0
어떤 스타일로?,일단 나는 항상 츄리닝 차림이니까 여기서 벗어나고 싶엉.,0
집에서 주로 뭐해?,나는 주로 티비를 보징.,0
나는 주로 티비를 보징.,즐겨보는 티비 프로그램 있엉?,0
즐겨보는 티비 프로그램 있엉?,"나는 예능, 시사 쪽을 주로 봣.",0
"나는 예능, 시사 쪽을 주로 봣.",드라마는 잘 안봐?,0
아니 알바하는데 자기가 잘못 주문해놓고는 나한테 막 화내는 손님있었어.,징짜 너무 싫다. 꼭 그런 사람들이 있어.,1
징짜 너무 싫다. 꼭 그런 사람들이 있어.,그래놓고 자기는 그런적 없다면서 막 화를 내는거양.,0
그래놓고 자기는 그런적 없다면서 막 화를 내는거양.,와…..진짜 진상손님 넘 시르당.,0
와…..진짜 진상손님 넘 시르당.,그래서 결국 그날 사장님한테도 엄청 깨졌자낭.,0
그래서 결국 그날 사장님한테도 엄청 깨졌자낭.,진짜 너무 서럽따.,0
.즘 학원은 어땡?,한참 바쁜 시기양.,0
한참 바쁜 시기양.,머하는데 바빠?,0
머하는데 바빠?,팀프로젝트 기간이라 할게 많은데 시간은 한정적이어서 힘들당.,0
팀프로젝트 기간이라 할게 많은데 시간은 한정적이어서 힘들당.,화이띵! 힘냉!,0
.즘 날씨 너무 좋은 것 같앙.,그니깡. 곧 벚꽃도 필테고 또 금방 여름이 되겠찌.,0
그니깡. 곧 벚꽃도 필테고 또 금방 여름이 되겠찌.,그니깡. 봄 맞이 옷을 좀 쇼핑해야하나,0
그니깡. 봄 맞이 옷을 좀 쇼핑해야하나,근데 봄은 날은 좋은데 무슨옷을 입어야 할지 모르겠엉,0
근데 봄은 날은 좋은데 무슨옷을 입어야 할지 모르겠엉,"그건 그랭. 반팔입자니 그건 너무 춥고, 긴팔을 입자니 그건 너무 덥꾸.",0
